Date,Substation,Load (MW),Load_Time,Max_Voltage (kV),Max_Voltage_Time,Min_Voltage (kV),Min_Voltage_Time,Year,Month,Day,DayOfYear,DayOfWeek,Is_Irrigation,Is_Weekend
2022-04-28,Panchagarh,55.0,19:30:00,133.0,22:00:00,110.0,18:00:00,2022,4,28,118,3,1,0
2022-04-29,Panchagarh,60.0,19:30:00,129.0,03:00:00,110.0,17:00:00,2022,4,29,119,4,1,1
2022-04-30,Panchagarh,64.0,21:00:00,135.0,23:00:00,112.0,15:00:00,2022,4,30,120,5,1,1
2022-05-01,Panchagarh,36.0,19:30:00,144.0,03:00:00,124.0,23:00:00,2022,5,1,121,6,1,0
2022-05-02,Panchagarh,49.0,19:30:00,134.0,06:00:00,117.0,15:00:00,2022,5,2,122,0,1,0
2022-05-03,Panchagarh,41.0,19:00:00,133.0,08:00:00,124.0,13:00:00,2022,5,3,123,1,1,0
2022-05-04,Panchagarh,45.0,20:00:00,135.0,05:00:00,124.0,19:30:00,2022,5,4,124,2,1,0
2022-05-05,Panchagarh,49.0,19:30:00,133.0,05:00:00,125.0,12:00:00,2022,5,5,125,3,1,0
2022-05-06,Panchagarh,50.0,21:00:00,132.0,00:00:00,116.0,19:30:00,2022,5,6,126,4,1,1
2022-05-06,Panchagarh,50.0,21:00:00,132.0,00:00:00,116.0,19:30:00,2022,5,6,126,4,1,1
2022-05-07,Panchagarh,42.0,22:00:00,135.0,16:00:00,118.0,08:00:00,2022,5,7,127,5,1,1
2022-05-08,Panchagarh,60.0,19:30:00,133.0,05:00:00,122.0,16:00:00,2022,5,8,128,6,1,0
2022-05-09,Panchagarh,67.0,19:30:00,131.0,19:00:00,118.0,02:00:00,2022,5,9,129,0,1,0
2022-05-10,Panchagarh,61.0,20:00:00,137.0,17:00:00,121.0,03:00:00,2022,5,10,130,1,1,0
2022-05-11,Panchagarh,62.0,20:00:00,133.0,18:30:00,114.0,19:30:00,2022,5,11,131,2,1,0
2022-05-12,Panchagarh,65.0,19:30:00,127.0,06:00:00,116.0,19:30:00,2022,5,12,132,3,1,0
2022-05-12,Panchagarh,65.0,19:30:00,127.0,06:00:00,116.0,19:30:00,2022,5,12,132,3,1,0
2022-05-13,Panchagarh,65.0,19:30:00,128.0,10:00:00,111.0,22:00:00,2022,5,13,133,4,1,1
2022-05-14,Panchagarh,51.0,20:00:00,137.0,05:00:00,122.0,12:00:00,2022,5,14,134,5,1,1
2022-05-15,Panchagarh,54.0,19:30:00,133.0,15:00:00,125.0,18:00:00,2022,5,15,135,6,1,0
2022-05-16,Panchagarh,62.0,19:30:00,140.0,23:00:00,121.0,12:00:00,2022,5,16,136,0,1,0
2022-05-17,Panchagarh,58.0,19:30:00,136.0,23:00:00,125.0,10:00:00,2022,5,17,137,1,1,0
2022-05-18,Panchagarh,58.0,19:30:00,137.0,03:00:00,125.0,01:00:00,2022,5,18,138,2,1,0
2022-05-19,Panchagarh,61.0,19:00:00,137.0,03:00:00,118.0,18:30:00,2022,5,19,139,3,1,0
2022-05-20,Panchagarh,38.0,18:00:00,141.0,20:00:00,121.0,11:00:00,2022,5,20,140,4,1,1
2022-05-21,Panchagarh,50.0,19:30:00,135.0,22:00:00,123.0,10:00:00,2022,5,21,141,5,1,1
2022-05-22,Panchagarh,52.0,21:00:00,141.0,04:00:00,122.0,18:00:00,2022,5,22,142,6,1,0
2022-05-23,Panchagarh,58.0,19:30:00,135.0,15:00:00,122.0,20:00:00,2022,5,23,143,0,1,0
2022-05-24,Panchagarh,50.0,22:00:00,135.0,13:00:00,120.0,19:30:00,2022,5,24,144,1,1,0
2022-05-26,Panchagarh,59.0,00:00:00,137.0,04:00:00,120.0,07:00:00,2022,5,26,146,3,1,0
2022-05-27,Panchagarh,62.0,19:30:00,135.0,13:00:00,122.0,19:30:00,2022,5,27,147,4,1,1
2022-05-28,Panchagarh,57.0,01:00:00,133.0,11:00:00,118.0,19:30:00,2022,5,28,148,5,1,1
2022-05-28,Panchagarh,57.0,01:00:00,133.0,11:00:00,118.0,19:30:00,2022,5,28,148,5,1,1
2022-05-29,Panchagarh,58.0,19:30:00,135.0,13:00:00,121.0,02:00:00,2022,5,29,149,6,1,0
2022-05-30,Panchagarh,59.0,19:30:00,134.0,12:00:00,115.0,19:30:00,2022,5,30,150,0,1,0
2022-05-31,Panchagarh,59.0,22:00:00,138.0,09:00:00,121.0,07:00:00,2022,5,31,151,1,1,0
2022-06-01,Panchagarh,58.0,00:00:00,134.0,09:00:00,112.0,19:30:00,2022,6,1,152,2,0,0
2022-06-02,Panchagarh,63.0,19:30:00,133.0,18:30:00,111.0,19:30:00,2022,6,2,153,3,0,0
2022-06-03,Panchagarh,60.0,21:00:00,136.0,05:00:00,116.0,19:30:00,2022,6,3,154,4,0,1
2022-06-04,Panchagarh,61.0,20:00:00,138.0,06:00:00,114.0,21:00:00,2022,6,4,155,5,0,1
2022-06-05,Panchagarh,58.0,20:00:00,131.0,09:00:00,109.0,00:00:00,2022,6,5,156,6,0,0
2022-06-06,Panchagarh,60.0,19:30:00,139.0,06:00:00,121.0,21:00:00,2022,6,6,157,0,0,0
2022-06-08,Panchagarh,61.0,20:00:00,138.0,04:00:00,115.0,22:00:00,2022,6,8,159,2,0,0
2022-06-09,Panchagarh,55.0,02:00:00,135.0,06:00:00,119.0,00:00:00,2022,6,9,160,3,0,0
2022-06-10,Panchagarh,57.0,21:00:00,135.0,02:00:00,120.0,21:00:00,2022,6,10,161,4,0,1
2022-06-11,Panchagarh,57.0,19:30:00,132.0,15:00:00,120.0,00:00:00,2022,6,11,162,5,0,1
2022-06-12,Panchagarh,60.0,23:00:00,132.0,06:00:00,110.0,18:30:00,2022,6,12,163,6,0,0
2022-06-13,Panchagarh,57.0,00:00:00,139.0,03:00:00,122.0,00:00:00,2022,6,13,164,0,0,0
2022-06-15,Panchagarh,52.0,00:00:00,138.0,09:00:00,120.0,01:00:00,2022,6,15,166,2,0,0
2022-06-16,Panchagarh,60.0,19:30:00,138.0,03:00:00,121.0,10:00:00,2022,6,16,167,3,0,0
2022-06-17,Panchagarh,45.0,19:30:00,133.0,06:00:00,121.0,19:30:00,2022,6,17,168,4,0,1
2022-06-18,Panchagarh,39.0,23:00:00,139.0,03:00:00,120.0,11:00:00,2022,6,18,169,5,0,1
2022-06-19,Panchagarh,55.0,19:30:00,134.0,21:00:00,118.0,14:00:00,2022,6,19,170,6,0,0
2022-06-20,Panchagarh,51.0,20:00:00,138.0,21:00:00,121.0,12:00:00,2022,6,20,171,0,0,0
2022-06-21,Panchagarh,56.0,19:30:00,135.0,15:00:00,114.0,20:00:00,2022,6,21,172,1,0,0
2022-06-22,Panchagarh,63.0,19:30:00,137.0,18:30:00,120.0,00:00:00,2022,6,22,173,2,0,0
2022-06-23,Panchagarh,60.0,20:00:00,133.0,11:00:00,117.0,20:00:00,2022,6,23,174,3,0,0
2022-06-24,Panchagarh,61.0,21:00:00,136.0,18:00:00,118.0,19:30:00,2022,6,24,175,4,0,1
2022-06-25,Panchagarh,56.0,00:00:00,132.0,07:00:00,118.0,00:00:00,2022,6,25,176,5,0,1
2022-06-26,Panchagarh,59.0,22:00:00,133.0,18:00:00,115.0,19:30:00,2022,6,26,177,6,0,0
2022-06-27,Panchagarh,58.0,22:00:00,135.0,18:30:00,114.0,00:00:00,2022,6,27,178,0,0,0
2022-06-28,Panchagarh,53.0,00:00:00,130.0,18:30:00,116.0,00:00:00,2022,6,28,179,1,0,0
2022-06-29,Panchagarh,49.0,00:00:00,134.0,18:00:00,118.0,01:00:00,2022,6,29,180,2,0,0
2022-06-30,Panchagarh,52.0,19:30:00,139.0,18:00:00,117.0,01:00:00,2022,6,30,181,3,0,0
2022-07-01,Panchagarh,62.0,20:00:00,134.0,06:00:00,116.0,21:00:00,2022,7,1,182,4,0,1
2022-07-02,Panchagarh,58.0,19:30:00,131.0,18:30:00,111.0,01:00:00,2022,7,2,183,5,0,1
2022-07-03,Panchagarh,52.0,19:30:00,132.0,13:00:00,114.0,01:00:00,2022,7,3,184,6,0,0
2022-07-04,Panchagarh,45.0,00:00:00,136.0,13:00:00,119.0,08:00:00,2022,7,4,185,0,0,0
2022-07-05,Panchagarh,46.0,08:00:00,135.0,19:30:00,121.0,07:00:00,2022,7,5,186,1,0,0
2022-07-06,Panchagarh,46.0,08:00:00,133.0,19:00:00,113.0,04:00:00,2022,7,6,187,2,0,0
2022-07-07,Panchagarh,46.0,08:00:00,132.0,19:00:00,109.0,04:00:00,2022,7,7,188,3,0,0
2022-07-08,Panchagarh,46.0,08:00:00,131.0,14:00:00,112.0,19:30:00,2022,7,8,189,4,0,1
2022-07-09,Panchagarh,46.0,08:00:00,132.0,19:00:00,110.0,23:00:00,2022,7,9,190,5,0,1
2022-07-10,Panchagarh,46.0,08:00:00,129.0,06:00:00,111.0,00:00:00,2022,7,10,191,6,0,0
2022-07-11,Panchagarh,46.0,08:00:00,129.0,06:00:00,111.0,00:00:00,2022,7,11,192,0,0,0
2022-07-12,Panchagarh,46.0,08:00:00,128.0,18:30:00,115.0,00:00:00,2022,7,12,193,1,0,0
2022-07-13,Panchagarh,46.0,08:00:00,133.0,19:00:00,117.0,14:00:00,2022,7,13,194,2,0,0
2022-07-14,Panchagarh,46.0,08:00:00,127.0,18:00:00,109.0,13:00:00,2022,7,14,195,3,0,0
2022-07-15,Panchagarh,46.0,08:00:00,122.0,18:00:00,104.0,12:00:00,2022,7,15,196,4,0,1
2022-07-16,Panchagarh,65.0,20:00:00,122.0,18:00:00,104.0,12:00:00,2022,7,16,197,5,0,1
2022-07-17,Panchagarh,46.0,08:00:00,126.0,19:00:00,106.0,13:00:00,2022,7,17,198,6,0,0
2022-07-18,Panchagarh,46.0,08:00:00,130.0,17:00:00,118.0,00:00:00,2022,7,18,199,0,0,0
2022-07-19,Panchagarh,46.0,08:00:00,134.0,18:30:00,116.0,01:00:00,2022,7,19,200,1,0,0
2022-07-20,Panchagarh,46.0,08:00:00,142.0,17:00:00,125.0,04:00:00,2022,7,20,201,2,0,0
2022-07-21,Panchagarh,49.0,18:00:00,137.0,00:00:00,122.0,17:00:00,2022,7,21,202,3,0,0
2022-07-22,Panchagarh,46.0,08:00:00,135.0,16:00:00,123.0,02:00:00,2022,7,22,203,4,0,1
2022-07-23,Panchagarh,46.0,08:00:00,135.0,00:00:00,123.0,08:00:00,2022,7,23,204,5,0,1
2022-07-24,Panchagarh,46.0,08:00:00,137.0,17:00:00,125.0,03:00:00,2022,7,24,205,6,0,0
2022-07-25,Panchagarh,46.0,08:00:00,137.0,17:00:00,125.0,03:00:00,2022,7,25,206,0,0,0
2022-07-26,Panchagarh,52.0,03:00:00,136.0,09:00:00,124.0,01:00:00,2022,7,26,207,1,0,0
2022-07-27,Panchagarh,46.0,08:00:00,135.0,10:00:00,126.0,12:00:00,2022,7,27,208,2,0,0
2022-07-28,Panchagarh,46.0,08:00:00,134.0,13:00:00,121.0,17:00:00,2022,7,28,209,3,0,0
2022-07-29,Panchagarh,46.0,08:00:00,134.0,17:00:00,123.0,21:00:00,2022,7,29,210,4,0,1
2022-07-30,Panchagarh,65.0,21:00:00,135.0,06:00:00,117.0,20:00:00,2022,7,30,211,5,0,1
2022-07-31,Panchagarh,50.0,08:00:00,133.0,18:00:00,125.0,03:00:00,2022,7,31,212,6,0,0
2022-08-01,Panchagarh,46.0,08:00:00,136.0,19:30:00,125.0,07:00:00,2022,8,1,213,0,0,0
2022-08-02,Panchagarh,46.0,08:00:00,135.0,23:00:00,119.0,14:00:00,2022,8,2,214,1,0,0
2022-08-03,Panchagarh,46.0,08:00:00,136.0,20:00:00,128.0,07:00:00,2022,8,3,215,2,0,0
2022-08-04,Panchagarh,46.0,08:00:00,134.0,01:00:00,123.0,07:00:00,2022,8,4,216,3,0,0
2022-08-05,Panchagarh,47.0,09:00:00,134.0,18:30:00,118.0,08:00:00,2022,8,5,217,4,0,1
2022-08-06,Panchagarh,46.0,08:00:00,135.0,15:00:00,117.0,08:00:00,2022,8,6,218,5,0,1
2022-08-07,Panchagarh,46.0,08:00:00,135.0,00:00:00,126.0,02:00:00,2022,8,7,219,6,0,0
2022-08-09,Panchagarh,46.0,08:00:00,133.0,17:00:00,115.0,07:00:00,2022,8,9,221,1,0,0
2022-08-10,Panchagarh,66.0,21:00:00,132.0,00:00:00,115.0,08:00:00,2022,8,10,222,2,0,0
2022-08-11,Panchagarh,46.0,08:00:00,132.0,17:00:00,112.0,03:00:00,2022,8,11,223,3,0,0
2022-08-12,Panchagarh,46.0,08:00:00,132.0,17:00:00,113.0,21:00:00,2022,8,12,224,4,0,1
2022-08-13,Panchagarh,46.0,08:00:00,129.0,13:00:00,114.0,16:00:00,2022,8,13,225,5,0,1
2022-08-14,Panchagarh,46.0,08:00:00,135.0,18:00:00,108.0,06:00:00,2022,8,14,226,6,0,0
2022-08-15,Panchagarh,54.0,19:00:00,130.0,17:00:00,113.0,07:00:00,2022,8,15,227,0,0,0
2022-08-16,Panchagarh,46.0,08:00:00,131.0,18:00:00,109.0,00:00:00,2022,8,16,228,1,0,0
2022-08-17,Panchagarh,46.0,08:00:00,126.0,17:00:00,109.0,01:00:00,2022,8,17,229,2,0,0
2022-08-18,Panchagarh,46.0,08:00:00,125.0,05:00:00,112.0,07:00:00,2022,8,18,230,3,0,0
2022-08-19,Panchagarh,46.0,08:00:00,136.0,23:00:00,102.0,06:00:00,2022,8,19,231,4,0,1
2022-08-20,Panchagarh,46.0,08:00:00,129.0,18:00:00,107.0,02:00:00,2022,8,20,232,5,0,1
2022-08-21,Panchagarh,46.0,08:00:00,119.0,09:00:00,111.0,04:00:00,2022,8,21,233,6,0,0
2022-08-22,Panchagarh,46.0,08:00:00,126.0,00:00:00,105.0,07:00:00,2022,8,22,234,0,0,0
2022-08-23,Panchagarh,46.0,08:00:00,127.0,19:30:00,109.0,03:00:00,2022,8,23,235,1,0,0
2022-08-24,Panchagarh,46.0,08:00:00,126.0,16:00:00,105.0,07:00:00,2022,8,24,236,2,0,0
2022-08-25,Panchagarh,46.0,08:00:00,127.0,18:00:00,107.0,22:00:00,2022,8,25,237,3,0,0
2022-08-26,Panchagarh,46.0,08:00:00,121.0,18:00:00,105.0,01:00:00,2022,8,26,238,4,0,1
2022-08-27,Panchagarh,46.0,08:00:00,125.0,18:00:00,104.0,19:00:00,2022,8,27,239,5,0,1
2022-08-28,Panchagarh,46.0,08:00:00,126.0,12:00:00,105.0,06:00:00,2022,8,28,240,6,0,0
2022-08-29,Panchagarh,46.0,08:00:00,128.0,02:00:00,112.0,19:30:00,2022,8,29,241,0,0,0
2022-08-30,Panchagarh,46.0,08:00:00,128.0,16:00:00,109.0,00:00:00,2022,8,30,242,1,0,0
2022-08-31,Panchagarh,46.0,08:00:00,112.0,00:00:00,112.0,00:00:00,2022,8,31,243,2,0,0
2022-09-01,Panchagarh,46.0,08:00:00,133.0,14:00:00,111.0,01:00:00,2022,9,1,244,3,0,0
2022-09-02,Panchagarh,46.0,08:00:00,131.0,18:00:00,113.0,02:00:00,2022,9,2,245,4,0,1
2022-09-03,Panchagarh,65.0,19:00:00,129.0,18:00:00,110.0,01:00:00,2022,9,3,246,5,0,1
2022-09-05,Panchagarh,46.0,08:00:00,133.0,18:00:00,111.0,00:00:00,2022,9,5,248,0,0,0
2022-09-06,Panchagarh,46.0,08:00:00,129.0,02:00:00,114.0,14:00:00,2022,9,6,249,1,0,0
2022-09-07,Panchagarh,46.0,08:00:00,133.0,19:00:00,112.0,23:00:00,2022,9,7,250,2,0,0
2022-09-08,Panchagarh,46.0,08:00:00,131.0,19:00:00,106.0,14:00:00,2022,9,8,251,3,0,0
2022-09-09,Panchagarh,61.0,22:00:00,136.0,18:00:00,109.0,03:00:00,2022,9,9,252,4,0,1
2022-09-10,Panchagarh,46.0,08:00:00,132.0,13:00:00,107.0,02:00:00,2022,9,10,253,5,0,1
2022-09-11,Panchagarh,46.0,08:00:00,129.0,17:00:00,109.0,19:00:00,2022,9,11,254,6,0,0
2022-09-12,Panchagarh,46.0,08:00:00,124.0,17:00:00,108.0,02:00:00,2022,9,12,255,0,0,0
2022-09-13,Panchagarh,46.0,08:00:00,132.0,21:00:00,107.0,00:00:00,2022,9,13,256,1,0,0
2022-09-14,Panchagarh,55.0,20:00:00,131.0,14:00:00,117.0,18:00:00,2022,9,14,257,2,0,0
2022-09-15,Panchagarh,46.0,08:00:00,130.0,14:00:00,117.0,19:00:00,2022,9,15,258,3,0,0
2022-09-16,Panchagarh,46.0,08:00:00,133.0,13:00:00,117.0,21:00:00,2022,9,16,259,4,0,1
2022-09-17,Panchagarh,46.0,08:00:00,129.0,18:00:00,116.0,02:00:00,2022,9,17,260,5,0,1
2022-09-18,Panchagarh,46.0,08:00:00,131.0,05:00:00,115.0,01:00:00,2022,9,18,261,6,0,0
2022-09-19,Panchagarh,46.0,08:00:00,134.0,17:00:00,114.0,20:00:00,2022,9,19,262,0,0,0
2022-09-20,Panchagarh,46.0,08:00:00,131.0,00:00:00,118.0,21:00:00,2022,9,20,263,1,0,0
2022-09-21,Panchagarh,46.0,08:00:00,128.0,00:00:00,108.0,18:30:00,2022,9,21,264,2,0,0
2022-09-22,Panchagarh,46.0,08:00:00,134.0,06:00:00,113.0,22:00:00,2022,9,22,265,3,0,0
2022-09-23,Panchagarh,46.0,08:00:00,130.0,19:00:00,111.0,00:00:00,2022,9,23,266,4,0,1
2022-09-24,Panchagarh,46.0,08:00:00,130.0,18:00:00,109.0,02:00:00,2022,9,24,267,5,0,1
2022-09-25,Panchagarh,46.0,08:00:00,131.0,17:00:00,111.0,02:00:00,2022,9,25,268,6,0,0
2022-09-26,Panchagarh,46.0,08:00:00,134.0,07:00:00,118.0,01:00:00,2022,9,26,269,0,0,0
2022-09-27,Panchagarh,46.0,08:00:00,132.0,16:00:00,116.0,01:00:00,2022,9,27,270,1,0,0
2022-09-28,Panchagarh,56.0,23:00:00,133.0,06:00:00,123.0,22:00:00,2022,9,28,271,2,0,0
2022-09-29,Panchagarh,58.0,22:00:00,130.0,23:00:00,114.0,03:00:00,2022,9,29,272,3,0,0
2022-09-30,Panchagarh,58.0,00:00:00,130.0,16:00:00,117.0,02:00:00,2022,9,30,273,4,0,1
2022-10-01,Panchagarh,55.0,21:00:00,131.0,17:00:00,115.0,04:00:00,2022,10,1,274,5,0,1
2022-10-02,Panchagarh,53.0,21:00:00,129.0,22:00:00,113.0,05:00:00,2022,10,2,275,6,0,0
2022-10-03,Panchagarh,54.0,21:00:00,128.0,16:00:00,111.0,23:00:00,2022,10,3,276,0,0,0
2022-10-04,Panchagarh,53.0,22:00:00,132.0,16:00:00,117.0,04:00:00,2022,10,4,277,1,0,0
2022-10-05,Panchagarh,49.0,18:00:00,134.0,16:00:00,121.0,00:00:00,2022,10,5,278,2,0,0
2022-10-06,Panchagarh,55.0,18:00:00,133.0,05:00:00,108.0,23:00:00,2022,10,6,279,3,0,0
2022-10-07,Panchagarh,58.0,19:30:00,129.0,16:00:00,111.0,00:00:00,2022,10,7,280,4,0,1
2022-10-08,Panchagarh,55.0,20:00:00,129.0,06:00:00,113.0,20:00:00,2022,10,8,281,5,0,1
2022-10-09,Panchagarh,61.0,19:30:00,131.0,13:00:00,113.0,01:00:00,2022,10,9,282,6,0,0
2022-10-10,Panchagarh,49.0,20:00:00,132.0,18:30:00,113.0,00:00:00,2022,10,10,283,0,0,0
2022-10-11,Panchagarh,57.0,18:00:00,128.0,06:00:00,113.0,18:00:00,2022,10,11,284,1,0,0
2022-10-12,Panchagarh,61.0,19:30:00,131.0,22:00:00,118.0,13:00:00,2022,10,12,285,2,0,0
2022-10-13,Panchagarh,56.0,18:00:00,131.0,23:00:00,116.0,08:00:00,2022,10,13,286,3,0,0
2022-10-14,Panchagarh,55.0,19:00:00,128.0,00:00:00,119.0,07:00:00,2022,10,14,287,4,0,1
2022-10-15,Panchagarh,56.0,19:30:00,130.0,23:00:00,118.0,18:00:00,2022,10,15,288,5,0,1
2022-10-17,Panchagarh,54.0,19:30:00,129.0,22:00:00,120.0,17:00:00,2022,10,17,290,0,0,0
2022-10-18,Panchagarh,52.0,18:00:00,132.0,22:00:00,118.0,08:00:00,2022,10,18,291,1,0,0
2022-10-19,Panchagarh,50.0,18:00:00,133.0,22:00:00,118.0,07:00:00,2022,10,19,292,2,0,0
2022-10-20,Panchagarh,48.0,18:30:00,134.0,19:00:00,119.0,14:00:00,2022,10,20,293,3,0,0
2022-10-21,Panchagarh,49.0,20:00:00,138.0,03:00:00,121.0,11:00:00,2022,10,21,294,4,0,1
2022-10-22,Panchagarh,55.0,18:00:00,136.0,02:00:00,122.0,07:00:00,2022,10,22,295,5,0,1
2022-10-23,Panchagarh,47.0,20:00:00,136.0,00:00:00,120.0,07:00:00,2022,10,23,296,6,0,0
2022-10-24,Panchagarh,51.0,18:00:00,132.0,16:00:00,114.0,18:00:00,2022,10,24,297,0,0,0
2022-10-25,Panchagarh,43.0,18:00:00,130.0,15:00:00,117.0,07:00:00,2022,10,25,298,1,0,0
2022-10-26,Panchagarh,54.0,18:00:00,132.0,02:00:00,119.0,08:00:00,2022,10,26,299,2,0,0
2022-10-28,Panchagarh,53.0,18:00:00,138.0,23:00:00,126.0,08:00:00,2022,10,28,301,4,0,1
2022-10-29,Panchagarh,52.0,18:00:00,137.0,00:00:00,121.0,07:00:00,2022,10,29,302,5,0,1
2022-10-30,Panchagarh,54.0,18:00:00,138.0,19:30:00,122.0,11:00:00,2022,10,30,303,6,0,0
2022-10-31,Panchagarh,52.0,18:00:00,137.0,23:00:00,122.0,07:00:00,2022,10,31,304,0,0,0
2022-11-02,Panchagarh,41.0,18:00:00,137.0,17:00:00,119.0,07:00:00,2022,11,2,306,2,0,0
2022-11-03,Panchagarh,50.0,18:00:00,139.0,01:00:00,127.0,12:00:00,2022,11,3,307,3,0,0
2022-11-04,Panchagarh,44.0,20:00:00,139.0,09:00:00,123.0,07:00:00,2022,11,4,308,4,0,1
2022-11-05,Panchagarh,52.0,18:00:00,136.0,06:00:00,120.0,12:00:00,2022,11,5,309,5,0,1
2022-11-06,Panchagarh,51.0,18:30:00,138.0,22:00:00,116.0,10:00:00,2022,11,6,310,6,0,0
2022-11-07,Panchagarh,47.0,19:00:00,138.0,23:00:00,125.0,07:00:00,2022,11,7,311,0,0,0
2022-11-08,Panchagarh,49.0,18:30:00,138.0,18:00:00,120.0,13:00:00,2022,11,8,312,1,0,0
2022-11-09,Panchagarh,52.0,18:00:00,137.0,22:00:00,122.0,07:00:00,2022,11,9,313,2,0,0
2022-11-10,Panchagarh,51.0,18:00:00,138.0,08:00:00,126.0,16:00:00,2022,11,10,314,3,0,0
2022-11-12,Panchagarh,46.0,18:00:00,136.0,12:00:00,125.0,08:00:00,2022,11,12,316,5,0,1
2022-11-13,Panchagarh,52.0,18:00:00,132.0,19:00:00,121.0,08:00:00,2022,11,13,317,6,0,0
2022-11-14,Panchagarh,53.0,18:00:00,134.0,18:30:00,124.0,10:00:00,2022,11,14,318,0,0,0
2022-11-15,Panchagarh,52.0,18:00:00,137.0,19:00:00,120.0,12:00:00,2022,11,15,319,1,0,0
2022-11-17,Panchagarh,51.0,18:00:00,136.0,19:00:00,124.0,07:00:00,2022,11,17,321,3,0,0
2022-11-18,Panchagarh,50.0,18:30:00,138.0,21:00:00,126.0,19:30:00,2022,11,18,322,4,0,1
2022-11-19,Panchagarh,51.0,08:00:00,137.0,13:00:00,121.0,18:00:00,2022,11,19,323,5,0,1
2022-11-20,Panchagarh,54.0,18:00:00,134.0,18:30:00,123.0,16:00:00,2022,11,20,324,6,0,0
2022-11-22,Panchagarh,54.0,18:00:00,137.0,19:30:00,125.0,12:00:00,2022,11,22,326,1,0,0
2022-11-24,Panchagarh,54.0,18:00:00,135.0,06:00:00,122.0,10:00:00,2022,11,24,328,3,0,0
2022-11-25,Panchagarh,51.0,18:00:00,136.0,23:00:00,119.0,18:00:00,2022,11,25,329,4,0,1
2022-11-26,Panchagarh,53.0,18:00:00,139.0,01:00:00,128.0,07:00:00,2022,11,26,330,5,0,1
2022-11-27,Panchagarh,60.0,18:00:00,140.0,12:00:00,121.0,17:00:00,2022,11,27,331,6,0,0
2022-11-28,Panchagarh,54.0,18:30:00,140.0,09:00:00,131.0,05:00:00,2022,11,28,332,0,0,0
2022-11-29,Panchagarh,57.0,19:00:00,138.0,00:00:00,123.0,11:00:00,2022,11,29,333,1,0,0
2022-11-30,Panchagarh,58.0,18:30:00,133.0,00:00:00,120.0,11:00:00,2022,11,30,334,2,0,0
2022-12-01,Panchagarh,50.0,19:00:00,135.0,18:00:00,119.0,12:00:00,2022,12,1,335,3,0,0
2022-12-02,Panchagarh,53.0,18:00:00,138.0,21:00:00,120.0,09:00:00,2022,12,2,336,4,0,1
2022-12-05,Panchagarh,56.0,18:00:00,132.0,01:00:00,117.0,08:00:00,2022,12,5,339,0,0,0
2022-12-06,Panchagarh,56.0,18:30:00,135.0,18:30:00,116.0,08:00:00,2022,12,6,340,1,0,0
2022-12-07,Panchagarh,54.0,18:00:00,137.0,17:00:00,119.0,08:00:00,2022,12,7,341,2,0,0
2022-12-08,Panchagarh,56.0,18:00:00,135.0,09:00:00,120.0,08:00:00,2022,12,8,342,3,0,0
2022-12-09,Panchagarh,54.0,18:00:00,137.0,21:00:00,123.0,07:00:00,2022,12,9,343,4,0,1
2022-12-10,Panchagarh,53.0,18:00:00,133.0,00:00:00,121.0,10:00:00,2022,12,10,344,5,0,1
2022-12-11,Panchagarh,56.0,18:00:00,135.0,19:30:00,119.0,08:00:00,2022,12,11,345,6,0,0
2022-12-12,Panchagarh,56.0,18:00:00,135.0,19:00:00,118.0,10:00:00,2022,12,12,346,0,0,0
2022-12-13,Panchagarh,56.0,18:00:00,136.0,20:00:00,121.0,12:00:00,2022,12,13,347,1,0,0
2022-12-14,Panchagarh,53.0,18:30:00,130.0,05:00:00,116.0,08:00:00,2022,12,14,348,2,0,0
2022-12-16,Panchagarh,52.0,18:30:00,135.0,18:00:00,118.0,08:00:00,2022,12,16,350,4,0,1
2022-12-17,Panchagarh,50.0,18:00:00,134.0,13:00:00,125.0,18:00:00,2022,12,17,351,5,0,1
2022-12-18,Panchagarh,57.0,18:00:00,137.0,22:00:00,113.0,12:00:00,2022,12,18,352,6,0,0
2022-12-19,Panchagarh,55.0,18:00:00,135.0,14:00:00,122.0,12:00:00,2022,12,19,353,0,0,0
2022-12-20,Panchagarh,55.0,18:00:00,131.0,23:00:00,122.0,10:00:00,2022,12,20,354,1,0,0
2022-12-22,Panchagarh,56.0,18:00:00,137.0,14:00:00,122.0,07:00:00,2022,12,22,356,3,0,0
2022-12-23,Panchagarh,56.0,18:00:00,137.0,17:00:00,120.0,08:00:00,2022,12,23,357,4,0,1
2022-12-24,Panchagarh,53.0,18:30:00,139.0,21:00:00,125.0,16:00:00,2022,12,24,358,5,0,1
2022-12-25,Panchagarh,53.0,18:00:00,137.0,13:00:00,123.0,08:00:00,2022,12,25,359,6,0,0
2022-12-26,Panchagarh,50.0,18:00:00,136.0,14:00:00,124.0,07:00:00,2022,12,26,360,0,0,0
2022-12-27,Panchagarh,53.0,18:00:00,138.0,15:00:00,126.0,00:00:00,2022,12,27,361,1,0,0
2022-12-28,Panchagarh,51.0,18:30:00,136.0,14:00:00,121.0,08:00:00,2022,12,28,362,2,0,0
2022-12-29,Panchagarh,50.0,18:00:00,137.0,15:00:00,126.0,01:00:00,2022,12,29,363,3,0,0
2022-12-30,Panchagarh,50.0,18:00:00,137.0,15:00:00,126.0,01:00:00,2022,12,30,364,4,0,1
2022-08-21,Panchagarh,57.0,19:00:00,132.0,00:00:00,109.0,14:00:00,2022,8,21,233,6,0,0
